UN_V2_LOGI_TRUTH_EQUIPMENT_INAME	TE_LOGI
UN_V2_CLARIS_TRUTH_EQUIPMENT_INAME	TE_CLARIS
UN_V2_IGNACIO_TRUTH_EQUIPMENT_INAME	TE_IGNACIO
UN_V2_POK_LOGISTILLA_TRUTH_EQUIPMENT_INAME	TE_POK_LOGISTILLA
UN_V2_SB_GLASS_TRUTH_EQUIPMENT_INAME	TE_SB_GLASS
UN_V2_SB_FITORIA_TRUTH_EQUIPMENT_INAME	TE_SB_FITORIA
UN_V2_HELENE_TRUTH_EQUIPMENT_INAME	TE_HELENE
UN_V2_SHAHAR_TRUTH_EQUIPMENT_INAME	TE_SHAHAR
UN_V2_DUNG_BELL_TRUTH_EQUIPMENT_INAME	TE_DUNG_BELL
UN_V2_DUNG_HESTIA_TRUTH_EQUIPMENT_INAME	TE_DUNG_HESTIA
UN_V2_DUNG_AIZ_TRUTH_EQUIPMENT_INAME	TE_DUNG_AIZ
UN_V2_LANGHAO_TRUTH_EQUIPMENT_INAME	TE_LANGHAO
UN_V2_KAEDE_TRUTH_EQUIPMENT_INAME	TE_KAEDE
UN_V2_ZAFIRITH_TRUTH_EQUIPMENT_INAME	IT_TE_ZAFIRITH
UN_V2_TSP_SHIZ_TRUTH_EQUIPMENT_INAME	TE_TSP_SHIZ
UN_V2_TSP_DIAB_TRUTH_EQUIPMENT_INAME	TE_TSP_DIAB
UN_V2_CLABUL_TRUTH_EQUIPMENT_INAME	IT_TE_CLABUL
UN_V2_KALMIA_TRUTH_EQUIPMENT_INAME	TE_KALMIA
UN_V2_POK_SOLOMON_TRUTH_EQUIPMENT_INAME	TE_POK_SOLOMON
UN_V2_MESARTHIM_TRUTH_EQUIPMENT_INAME	TE_MESARTHIM
UN_V2_GT_GINTOKI_TRUTH_EQUIPMENT_INAME	TE_GT_GINTOKI
UN_V2_GT_KAGURA_TRUTH_EQUIPMENT_INAME	TE_GT_KAGURA
UN_V2_GT_KATSURA_TRUTH_EQUIPMENT_INAME	TE_GT_KATSURA
UN_V2_GT_HIJIKATA_TRUTH_EQUIPMENT_INAME	TE_GT_HIJIKATA
UN_V2_GT_OKITA_TRUTH_EQUIPMENT_INAME	TE_GT_OKITA
UN_V2_MATHIAS_TRUTH_EQUIPMENT_INAME	TE_MATHIAS
UN_V2_JUBEI_TRUTH_EQUIPMENT_INAME	TE_JUBEI
UN_V2_AWAKE_EMMEL_TRUTH_EQUIPMENT_INAME	TE_AWAKE_EMMEL
UN_V2_UROBOROS_LEGACY_TRUTH_EQUIPMENT_INAME	TE_UROBOROS_LEGACY
UN_V2_ESAI_IGNACIO_TRUTH_EQUIPMENT_INAME	TE_ESAI_IGNACIO
UN_V2_JK_ITADORI_TRUTH_EQUIPMENT_INAME	TE_JK_ITADORI
UN_V2_JK_FUSHIGURO_TRUTH_EQUIPMENT_INAME	TE_JK_FUSHIGURO
UN_V2_JK_KUGISAKI_TRUTH_EQUIPMENT_INAME	TE_JK_KUGISAKI
UN_V2_JK_TOUDOU_TRUTH_EQUIPMENT_INAME	TE_JK_TOUDOU
UN_V2_JK_GOJOU_TRUTH_EQUIPMENT_INAME	TE_JK_GOJOU
UN_V2_ALMILA_LINK_TRUTH_EQUIPMENT_INAME	TE_ALMILA_LINK
UN_V2_TANBA_TRUTH_EQUIPMENT_INAME	TE_TANBA
UN_V2_SCHMEIER_TRUTH_EQUIPMENT_INAME	IT_TE_SCHMEIER
UN_V2_BERTRAND_NEW_TRUTH_EQUIPMENT_INAME	TE_BERTRAND_NEW
UN_V2_ZANGETSU_LINK_TRUTH_EQUIPMENT_INAME	TE_ZANGETSU_LINK
UN_V2_CARNET_TRUTH_EQUIPMENT_INAME	TE_CARNET
UN_V2_DUNG_HARU_TRUTH_EQUIPMENT_INAME	TE_DUNG_HARU
UN_V2_DUNG_RYU_TRUTH_EQUIPMENT_INAME	TE_DUNG_RYU
UN_V2_LYCORIS_TRUTH_EQUIPMENT_INAME	TE_LYCORIS
UN_V2_ANNEROSE_LINK_TRUTH_EQUIPMENT_INAME	TE_ANNEROSE_LINK
UN_V2_POK_GRANDEPIEU_TRUTH_EQUIPMENT_INAME	TE_POK_GRANDEPIEU
UN_V2_MELVIREI_TRUTH_EQUIPMENT_INAME	IT_TE_MELVIREI
UN_V2_THALIA_TRUTH_EQUIPMENT_INAME	TE_THALIA
UN_V2_ESTELA_TRUTH_EQUIPMENT_INAME	TE_ESTELA
UN_V2_MT3_THOR_TRUTH_EQUIPMENT_INAME	TE_MT3_THOR
UN_V2_MT3_TRUMPETER_TRUTH_EQUIPMENT_INAME	TE_MT3_TRUMPETER
UN_V2_VERMIO_TRUTH_EQUIPMENT_INAME	TE_VERMIO
UN_V2_MITSUHA_TRUTH_EQUIPMENT_INAME	TE_MITSUHA
UN_V2_CANON_LINK_TRUTH_EQUIPMENT_INAME	TE_CANON_LINK
UN_V2_MABEL_TRUTH_EQUIPMENT_INAME	TE_MABEL
UN_V2_TRS_HANAGAKI_TRUTH_EQUIPMENT_INAME	TE_TRS_HANAGAKI
UN_V2_TRS_SANO_TRUTH_EQUIPMENT_INAME	TE_TRS_SANO
UN_V2_TRS_RYUGUJI_TRUTH_EQUIPMENT_INAME	TE_TRS_RYUGUJI
UN_V2_TRS_BAJI_TRUTH_EQUIPMENT_INAME	TE_TRS_BAJI
UN_V2_TRS_MATSUNO_TRUTH_EQUIPMENT_INAME	TE_TRS_MATSUNO
UN_V2_LINDRAKE_TRUTH_EQUIPMENT_INAME	TE_LINDRAKE
UN_V2_POK_YGGDRASILL_TRUTH_EQUIPMENT_INAME	TE_POK_YGGDRASILL
UN_V2_RIMA_TRUTH_EQUIPMENT_INAME	TE_RIMA
UN_V2_REGA_TRUTH_EQUIPMENT_INAME	TE_REGA
UN_V2_LOREAM_TRUTH_EQUIPMENT_INAME	TE_LOREAM
UN_V2_SHANGDI_TRUTH_EQUIPMENT_INAME	TE_SHANGDI
UN_V2_TSP_VELDORA_TRUTH_EQUIPMENT_INAME	TE_TSP_VELDORA
UN_V2_TSP_HINATA_TRUTH_EQUIPMENT_INAME	TE_TSP_HINATA
UN_V2_ZAYIN_LINK_TRUTH_EQUIPMENT_INAME	TE_ZAYIN_LINK
UN_V2_NIDOHEGAL_TRUTH_EQUIPMENT_INAME	TE_NIDOHEGAL
UN_V2_LILLE_TRUTH_EQUIPMENT_INAME	TE_LILLE
UN_V2_MASIA_TRUTH_EQUIPMENT_INAME	TE_MASIA
UN_V2_VENUS_TRUTH_EQUIPMENT_INAME	TE_VENUS
UN_V2_OTHIMA_LINK_TRUTH_EQUIPMENT_INAME	TE_OTHIMA_LINK
UN_V2_RUI_TRUTH_EQUIPMENT_INAME	TE_RUI
UN_V2_AZAMI_TRUTH_EQUIPMENT_INAME	TE_AZAMI
UN_V2_YOMI_LINK_TRUTH_EQUIPMENT_INAME	TE_YOMI_LINK
UN_V2_RIZA_TRUTH_EQUIPMENT_INAME	TE_RIZA
UN_V2_ENANZI_TRUTH_EQUIPMENT_INAME	TE_ENANZI
UN_V2_YAULAS_LINK_TRUTH_EQUIPMENT_INAME	TE_YAULAS_LINK
UN_V2_DIOS_LINK_TRUTH_EQUIPMENT_INAME	TE_DIOS_LINK
UN_V2_SELJUKLU_TRUTH_EQUIPMENT_INAME	TE_SELJUKLU
UN_V2_POK_TYRHUNG_LINK_TRUTH_EQUIPMENT_INAME	TE_POK_TYRHUNG_LINK
UN_V2_OPHINEUS_TRUTH_EQUIPMENT_INAME	TE_OPHINEUS
UN_V2_SEIDA_LINK_TRUTH_EQUIPMENT_INAME	TE_SEIDA_LINK
UN_V2_EINZ_LINK_TRUTH_EQUIPMENT_INAME	TE_EINZ_LINK
UN_V2_LOGI_LINK_TRUTH_EQUIPMENT_INAME	TE_LOGI_LINK
UN_V2_UROBOROS_NEW_TRUTH_EQUIPMENT_INAME	TE_UROBOROS_NEW
UN_V2_LIESBET_LINK_TRUTH_EQUIPMENT_INAME	TE_LIESBET_LINK
UN_V2_VOLO_TRUTH_EQUIPMENT_INAME	TE_VOLO
UN_V2_KUDHANSTEIN_LINK_NEW_TRUTH_EQUIPMENT_INAME	TE_KUDHANSTEIN_LINK_NEW
UN_V2_MIKABOSI_TRUTH_EQUIPMENT_INAME	TE_MIKABOSI
UN_V2_SUMERAGI_TRUTH_EQUIPMENT_INAME	TE_SUMERAGI
UN_V2_EDGAR_LINK_TRUTH_EQUIPMENT_INAME	TE_EDGAR_LINK
UN_V2_TINA_LINK_TRUTH_EQUIPMENT_INAME	TE_TINA_LINK
UN_V2_AGATHA_NEW_TRUTH_EQUIPMENT_INAME	TE_AGATHA_NEW
UN_V2_KAMUI_LINK_TRUTH_EQUIPMENT_INAME	TE_KAMUI_LINK
UN_V2_AMANE_LINK_TRUTH_EQUIPMENT_INAME	TE_AMANE_LINK
UN_V2_EN_UGACHI_UGAC01_TRUTH_EQUIPMENT_INAME	TE_UGACHI
UN_V2_EN_CELES_CELE01_TRUTH_EQUIPMENT_INAME	TE_CELES
UN_V2_EN_TANOSUKE_TANO01_TRUTH_EQUIPMENT_INAME	TE_TANOSUKE
UN_V2_EN_ELIZABETH_VALE_2021_TRUTH_EQUIPMENT_INAME	TE_ELIZABETH
UN_V2_EN_MARGARET_VALE_2021_TRUTH_EQUIPMENT_INAME	TE_MARGARET
UN_V2_EN_CHALICE_VALE_2021_TRUTH_EQUIPMENT_INAME	TE_CHALICE
UN_V2_EN_CHALICE_TRANS_VALE_2021_TRUTH_EQUIPMENT_INAME	TE_CHALICE
UN_V2_EN_SB_NAOFUMI_RANKQUEST_99_TRUTH_EQUIPMENT_INAME	TE_SB_NAOFUMI
UN_V2_EN_SB_GLASS_RANKQUEST_99_TRUTH_EQUIPMENT_INAME	TE_SB_GLASS
UN_V2_EN_SB_FITORIA_RANKQUEST_99_TRUTH_EQUIPMENT_INAME	TE_SB_FITORIA
UN_V2_EN_LOGI_ARM_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_LOGI
UN_V2_EN_EDGAR_GUN_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_EDGAR
UN_V2_EN_LIESBET_LIES_01_PRI_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_LIESBET
UN_V2_EN_ZAYIN_ZAYI_LORD_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_ZAYIN
UN_V2_EN_YAULAS_YAUL_SOL_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_YAULAS
UN_V2_EN_OTHIMA_OTHI_WIZ_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_OTHIMA
UN_V2_EN_SEIDA_SEDA_RAN_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_SEIDA
UN_V2_EN_MONZEIN_MONZ_WOR_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_MONZEIN
UN_V2_EN_KUDHANSTEIN_KUDH_LAN_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_KUDHANSTEIN
UN_V2_EN_KAGURA_WIZ_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_KAGURA
UN_V2_EN_MEIFAN_BLA_TW_BABEL_HARD_TRUTH_EQUIPMENT_INAME	TE_MEIFAN
UN_V2_EN_MESARTHIM_030104_TRUTH_EQUIPMENT_INAME	TE_MESARTHIM
