TS_ENVYRIA_VETTEL_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_ENVYRIA_VETTEL_01
TS_SAGA_GORMALAS_01_CNDS_INAME	CARD_CNDS_GORMALAS_UROB
TS_SAGA_GORMALAS_01_CNDS_INAME	CARD_CNDS_GORMALAS_UROB01
TS_SAGA_GORMALAS_01_ABIL_INAME	AB_SAGA_GORMALAS_01_VA
TS_SAGA_GORMALAS_01_ABIL_INAME_LVMAX	AB_SAGA_GORMALAS_01_VA_MAX
TS_SAGA_GORMALAS_01_CNDS_INAME	CARD_CNDS_GORMALAS_UROB
TS_SAGA_GORMALAS_01_ABIL_INAME	AB_SAGA_GORMALAS_01_MAX_SPD_VA_NON
TS_SAGA_GORMALAS_01_ABIL_INAME_LVMAX	AB_SAGA_GORMALAS_01_MAX_SPD_VA
TS_ENVYRIA_BELTA_02_EXTRA_RARITY_INAME	CARD_EXTRA_TS_ENVYRIA_BELTA_02
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_ENVIRIA
TS_ENVYRIA_BELTA_02_FILTER_KEYWORD	ベルタ,水着
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_SYARON_BELTA_ALAIA_PATTI_UROB
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_BELTA_UROB
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_BELTA_UROB01
TS_ENVYRIA_BELTA_02_ABIL_INAME	AB_ENVYRIA_BELTA_02_VA
TS_ENVYRIA_BELTA_02_ABIL_INAME_LVMAX	AB_ENVYRIA_BELTA_02_VA_MAX
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_BELTA_UROB
TS_ENVYRIA_BELTA_02_ABIL_INAME	AB_ENVYRIA_BELTA_02_MAX_SPD_VA_NON
TS_ENVYRIA_BELTA_02_ABIL_INAME_LVMAX	AB_ENVYRIA_BELTA_02_MAX_SPD_VA
TS_ENVYRIA_BELTA_02_CNDS_INAME	CARD_CNDS_BELTA
TS_GREED_SHENMEI_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_GREED_SHENMEI_01
TS_GREED_SHENMEI_01_CNDS_INAME	CARD_CNDS_GREED
TS_GREED_SHENMEI_01_FILTER_KEYWORD	シェンメイ
TS_GREED_SHENMEI_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_GREED_SHENMEI_01_CNDS_INAME	CARD_CNDS_KAIZOKU_UNIT_UROB
TS_GREED_SHENMEI_01_CNDS_INAME	CARD_CNDS_SHENMEI_UROB
TS_GREED_SHENMEI_01_ABIL_INAME	AB_GREED_SHENMEI_01_VA
TS_GREED_SHENMEI_01_ABIL_INAME_LVMAX	AB_GREED_SHENMEI_01_VA_MAX
TS_GREED_SHENMEI_01_CNDS_INAME	CARD_CNDS_SHENMEI_UROB
TS_GREED_SHENMEI_01_ABIL_INAME	AB_GREED_SHENMEI_01_MAX_SPD_VA_NON
TS_GREED_SHENMEI_01_ABIL_INAME_LVMAX	AB_GREED_SHENMEI_01_MAX_SPD_VA
TS_LOST_ZYVA_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_LOST_ZYVA_01
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_LOST
TS_LOST_ZYVA_01_FILTER_KEYWORD	ズィーヴァ
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_ZIKKAI_WOMAN_UROB
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_ZYVA_UROB
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_ZYVA_UROB01
TS_LOST_ZYVA_01_ABIL_INAME	AB_LOST_ZYVA_01_VA
TS_LOST_ZYVA_01_ABIL_INAME_LVMAX	AB_LOST_ZYVA_01_VA_MAX
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_ZYVA_UROB
TS_LOST_ZYVA_01_ABIL_INAME	AB_LOST_ZYVA_01_MAX_SPD_VA_NON
TS_LOST_ZYVA_01_ABIL_INAME_LVMAX	AB_LOST_ZYVA_01_MAX_SPD_VA
TS_LOST_ZYVA_01_CNDS_INAME	CARD_CNDS_ZYVA_SKIN
TS_LOST_DREI_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_LOST_DREI_01
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_LOST
TS_LOST_DREI_01_FILTER_KEYWORD	ドライ
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_ZIKKAI_MAN_UROB
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_DREI_UROB
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_DREI_UROB01
TS_LOST_DREI_01_ABIL_INAME	AB_LOST_DREI_01_VA
TS_LOST_DREI_01_ABIL_INAME_LVMAX	AB_LOST_DREI_01_VA_MAX
TS_LOST_DREI_01_CNDS_INAME	CARD_CNDS_DREI_UROB
TS_LOST_DREI_01_ABIL_INAME	AB_LOST_DREI_01_MAX_SPD_VA_NON
TS_LOST_DREI_01_ABIL_INAME_LVMAX	AB_LOST_DREI_01_MAX_SPD_VA
TS_SLOTH_HAZEL_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_HAZEL_01
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_HAZEL_01_FILTER_KEYWORD	ヘイゼル,お月見
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_SLOTH_FIRE
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_HAZEL_UROB
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_HAZEL_UROB
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_HAZEL_UROB01
TS_SLOTH_HAZEL_01_ABIL_INAME	AB_SLOTH_HAZEL_01_VA
TS_SLOTH_HAZEL_01_ABIL_INAME_LVMAX	AB_SLOTH_HAZEL_01_VA_MAX
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_HAZEL_UROB
TS_SLOTH_HAZEL_01_ABIL_INAME	AB_SLOTH_HAZEL_01_MAX_SPD_VA_NON
TS_SLOTH_HAZEL_01_ABIL_INAME_LVMAX	AB_SLOTH_HAZEL_01_MAX_SPD_VA
TS_SLOTH_HAZEL_01_CNDS_INAME	CARD_CNDS_HAZEL
TS_SLOTH_EVERICA_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_EVERICA_01
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_EVERICA_01_FILTER_KEYWORD	エヴェリカ
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_EVERICA_CHALICE_UROB
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_EVERICA_UROB
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_EVERICA_UROB01
TS_SLOTH_EVERICA_01_ABIL_INAME	AB_SLOTH_EVERICA_01_VA
TS_SLOTH_EVERICA_01_ABIL_INAME_LVMAX	AB_SLOTH_EVERICA_01_VA_MAX
TS_SLOTH_EVERICA_01_CNDS_INAME	CARD_CNDS_EVERICA_UROB
TS_SLOTH_EVERICA_01_ABIL_INAME	AB_SLOTH_EVERICA_01_MAX_SPD_VA_NON
TS_SLOTH_EVERICA_01_ABIL_INAME_LVMAX	AB_SLOTH_EVERICA_01_MAX_SPD_VA
TS_WADA_TAMAMO_02_EXTRA_RARITY_INAME	CARD_EXTRA_TS_WADA_TAMAMO_02
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_WADA
TS_WADA_TAMAMO_02_FILTER_KEYWORD	タマモ,お月見
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_TAMAMO_MIKOTO_UROB
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_TAMAMO_UROB
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_RAN
TS_WADA_TAMAMO_02_ABIL_INAME	AB_WADA_TAMAMO_02_VA
TS_WADA_TAMAMO_02_ABIL_INAME_LVMAX	AB_WADA_TAMAMO_02_VA_MAX
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_TAMAMO_UROB
TS_WADA_TAMAMO_02_ABIL_INAME	AB_WADA_TAMAMO_02_MAX_SPD_VA_NON
TS_WADA_TAMAMO_02_ABIL_INAME_LVMAX	AB_WADA_TAMAMO_02_MAX_SPD_VA
TS_WADA_TAMAMO_02_CNDS_INAME	CARD_CNDS_TAMAMO
TS_TS_03_EXTRA_RARITY_INAME	CARD_EXTRA_TS_TS_03
TS_TS_03_CNDS_INAME	CARD_CNDS_OTHER
TS_TS_03_FILTER_KEYWORD	メリオダス,キング,ディアンヌ,バン,ゴウセル,エスカノール,マーリン,エリザベス・リオネス,七つの大罪
TS_TS_03_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_TS_03_CNDS_INAME	CARD_CNDS_TS
TS_TS_03_CNDS_INAME	CARD_CNDS_TS
TS_TS_03_ABIL_INAME	AB_TS_03_VA
TS_TS_03_ABIL_INAME_LVMAX	AB_TS_03_VA_MAX
TS_TS_03_CNDS_INAME	CARD_CNDS_TS
TS_TS_03_ABIL_INAME	AB_TS_03_MAX_SPD_VA_NON
TS_TS_03_ABIL_INAME_LVMAX	AB_TS_03_MAX_SPD_VA
TS_LUST_ST_MELA_DARK_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_LUST_ST_MELA_DARK_01
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_LUST
TS_LUST_ST_MELA_DARK_01_FILTER_KEYWORD	メラ,闇メラ,ダークファントム
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_ST_MELA_01_ST_MELA_DARK_01_UROB
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_ST_MELA_01_ST_MELA_DARK_01_UROB
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_ST_MELA_DARK_01_UROB01
TS_LUST_ST_MELA_DARK_01_ABIL_INAME	AB_ST_MELA_DARK_01_VA_01
TS_LUST_ST_MELA_DARK_01_ABIL_INAME_LVMAX	AB_ST_MELA_DARK_01_VA_01_MAX
TS_LUST_ST_MELA_DARK_01_CNDS_INAME	CARD_CNDS_ST_MELA_01_ST_MELA_DARK_01_UROB
TS_LUST_ST_MELA_DARK_01_ABIL_INAME	AB_LUST_MELA_DARK_01_MAX_SPD_VA_NON
TS_LUST_ST_MELA_DARK_01_ABIL_INAME_LVMAX	AB_LUST_MELA_DARK_01_MAX_SPD_VA
TS_WRATH_ROSA_02_EXTRA_RARITY_INAME	CARD_EXTRA_TS_WRATH_ROSA_02
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_WRATHTRIZ
TS_WRATH_ROSA_02_FILTER_KEYWORD	ローザ,ハロウィン
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_HELLO_UROB
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_ROSA_UROB
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_ROSA_UROB01
TS_WRATH_ROSA_02_ABIL_INAME	AB_WRATH_ROSA_02_VA
TS_WRATH_ROSA_02_ABIL_INAME_LVMAX	AB_WRATH_ROSA_02_VA_MAX
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_ROSA_UROB
TS_WRATH_ROSA_02_ABIL_INAME	AB_WRATH_ROSA_02_MAX_SPD_VA_NON
TS_WRATH_ROSA_02_ABIL_INAME_LVMAX	AB_WRATH_ROSA_02_MAX_SPD_VA
TS_WRATH_ROSA_02_CNDS_INAME	CARD_CNDS_ROSA
TS_SLOTH_CHERYL_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_CHERYL_01
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_CHERYL_01_FILTER_KEYWORD	シェリル,ハロウィン
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_HELLO_UROB
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_CHERYL_UROB
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_CHERYL_UROB01
TS_SLOTH_CHERYL_01_ABIL_INAME	AB_SLOTH_CHERYL_01_VA
TS_SLOTH_CHERYL_01_ABIL_INAME_LVMAX	AB_SLOTH_CHERYL_01_VA_MAX
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_CHERYL_UROB
TS_SLOTH_CHERYL_01_ABIL_INAME	AB_SLOTH_CHERYL_01_MAX_SPD_VA_NON
TS_SLOTH_CHERYL_01_ABIL_INAME_LVMAX	AB_SLOTH_CHERYL_01_MAX_SPD_VA
TS_SLOTH_CHERYL_01_CNDS_INAME	CARD_CNDS_CHERYL
TS_LUST_ST_NIKUSU_DARK_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_LUST_ST_NIKUSU_DARK_01
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_LUST
TS_LUST_ST_NIKUSU_DARK_01_FILTER_KEYWORD	ニクス,闇ニクス,ダークファントム
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_ST_NIKUSU_01_ST_NIKUSU_DARK_01_UROB
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_ST_NIKUSU_01_ST_NIKUSU_DARK_01_UROB
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_NIKUSU_DARK
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME	AB_ST_NIKUSU_DARK_01_VA_01
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME_LVMAX	AB_ST_NIKUSU_DARK_01_VA_01_MAX
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_UROB01_NIKUSU
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME	AB_ST_NIKUSU_DARK_01_VA_01
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME_LVMAX	AB_ST_NIKUSU_DARK_01_VA_01_MAX
TS_LUST_ST_NIKUSU_DARK_01_CNDS_INAME	CARD_CNDS_ST_NIKUSU_01_ST_NIKUSU_DARK_01_UROB
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME	AB_LUST_NIKUSU_DARK_01_MAX_SPD_VA_NON
TS_LUST_ST_NIKUSU_DARK_01_ABIL_INAME_LVMAX	AB_LUST_NIKUSU_DARK_01_MAX_SPD_VA
TS_POK_TIFARET_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_POK_TIFARET_01
TS_POK_TIFARET_01_CNDS_INAME	CARD_CNDS_POK
TS_POK_TIFARET_01_FILTER_KEYWORD	ティファレト,ファントムオブキル,ファンキル
TS_POK_TIFARET_01_CNDS_INAME	CARD_CNDS_TIFARET_UROB
TS_POK_TIFARET_01_CNDS_INAME	CARD_CNDS_TIFARET_UROB01
TS_POK_TIFARET_01_ABIL_INAME	AB_POK_TIFARET_01_VA
TS_POK_TIFARET_01_ABIL_INAME_LVMAX	AB_POK_TIFARET_01_VA_MAX
TS_POK_TIFARET_01_CNDS_INAME	CARD_CNDS_TIFARET_UROB
TS_POK_TIFARET_01_ABIL_INAME	AB_POK_TIFARET_01_MAX_SPD_VA_NON
TS_POK_TIFARET_01_ABIL_INAME_LVMAX	AB_POK_TIFARET_01_MAX_SPD_VA
TS_SLOTH_ADOREI_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_ADOREI_01
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_ADOREI_01_FILTER_KEYWORD	アドレイ
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_GODS_UROB
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_ADOREI_UROB
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_ADOREI_UROB01
TS_SLOTH_ADOREI_01_ABIL_INAME	AB_ADOREI_01_VA
TS_SLOTH_ADOREI_01_ABIL_INAME_LVMAX	AB_ADOREI_01_VA_MAX
TS_SLOTH_ADOREI_01_CNDS_INAME	CARD_CNDS_ADOREI_UROB
TS_SLOTH_ADOREI_01_ABIL_INAME	AB_ADOREI_01_MAX_SPD_VA_NON
TS_SLOTH_ADOREI_01_ABIL_INAME_LVMAX	AB_ADOREI_01_MAX_SPD_VA
TS_ENVYRIA_GERALD_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_ENVYRIA_GERALD_01
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_ENVIRIA
TS_ENVYRIA_GERALD_01_FILTER_KEYWORD	ジェラルド
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_HIEN_NIGHT
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_GERALD_UROB
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_GERALD_UROB01
TS_ENVYRIA_GERALD_01_ABIL_INAME	AB_ENVYRIA_GERALD_01_VA
TS_ENVYRIA_GERALD_01_ABIL_INAME_LVMAX	AB_ENVYRIA_GERALD_01_VA_MAX
TS_ENVYRIA_GERALD_01_CNDS_INAME	CARD_CNDS_GERALD_UROB
TS_ENVYRIA_GERALD_01_ABIL_INAME	AB_ENVYRIA_GERALD_01_MAX_SPD_VA_NON
TS_ENVYRIA_GERALD_01_ABIL_INAME_LVMAX	AB_ENVYRIA_GERALD_01_MAX_SPD_VA
TS_ENVYRIA_NATALIE_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_ENVYRIA_NATALIE_01
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_HIEN_NIGHT
TS_ENVYRIA_NATALIE_01_FILTER_KEYWORD	ナタリー
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_VETT_GERA_NATA_UROB
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_NATALIE_UROB
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_NATALIE_UROB01
TS_ENVYRIA_NATALIE_01_ABIL_INAME	AB_ENVYRIA_NATALIE_01_VA
TS_ENVYRIA_NATALIE_01_ABIL_INAME_LVMAX	AB_ENVYRIA_NATALIE_01_VA_MAX
TS_ENVYRIA_NATALIE_01_CNDS_INAME	CARD_CNDS_NATALIE_UROB
TS_ENVYRIA_NATALIE_01_ABIL_INAME	AB_ENVYRIA_NATALIE_01_MAX_SPD_VA_NON
TS_ENVYRIA_NATALIE_01_ABIL_INAME_LVMAX	AB_ENVYRIA_NATALIE_01_MAX_SPD_VA
TS_POK_FAILNAUGHT_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_POK_FAILNAUGHT_01
TS_POK_FAILNAUGHT_01_CNDS_INAME	CARD_CNDS_POK
TS_POK_FAILNAUGHT_01_FILTER_KEYWORD	フェイルノート,ファントムオブキル,ファンキル
TS_POK_FAILNAUGHT_01_CNDS_INAME	CARD_CNDS_FAILNAUGHT_UROB
TS_POK_FAILNAUGHT_01_CNDS_INAME	CARD_CNDS_FAILNAUGHT_UROB01
TS_POK_FAILNAUGHT_01_ABIL_INAME	AB_POK_FAILNAUGHT_01_VA
TS_POK_FAILNAUGHT_01_ABIL_INAME_LVMAX	AB_POK_FAILNAUGHT_01_VA_MAX
TS_POK_FAILNAUGHT_01_CNDS_INAME	CARD_CNDS_FAILNAUGHT_UROB
TS_POK_FAILNAUGHT_01_ABIL_INAME	AB_POK_FAILNAUGHT_01_MAX_SPD_VA_NON
TS_POK_FAILNAUGHT_01_ABIL_INAME_LVMAX	AB_POK_FAILNAUGHT_01_MAX_SPD_VA
TS_NORTH_GUILDFORD_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_NORTH_GUILDFORD_01
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_NORTH_UROB
TS_NORTH_GUILDFORD_01_FILTER_KEYWORD	ギルフォード
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_GUILDFORD_TORI_UROB
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_GUILDFORD_UROB
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_GUILDFORD_UROB_VA
TS_NORTH_GUILDFORD_01_ABIL_INAME	AB_AF_ARMS_GUIL_01_VA
TS_NORTH_GUILDFORD_01_ABIL_INAME_LVMAX	AB_AF_ARMS_GUIL_01_VA_MAX
TS_NORTH_GUILDFORD_01_CNDS_INAME	CARD_CNDS_GUILDFORD_UROB
TS_NORTH_GUILDFORD_01_ABIL_INAME	AB_NORTH_GUILDFORD_MAX_SPD_VA_NON
TS_NORTH_GUILDFORD_01_ABIL_INAME_LVMAX	AB_NORTH_GUILDFORD_MAX_SPD_VA
TS_SLOTH_IKONA_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_IKONA_01
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_IKONA_01_FILTER_KEYWORD	イコーナ
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_IKONA_ADOREI_UROB
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_IKONA_UROB
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_IKONA_UROB01
TS_SLOTH_IKONA_01_ABIL_INAME	AB_SLOTH_IKONA_01_VA
TS_SLOTH_IKONA_01_ABIL_INAME_LVMAX	AB_SLOTH_IKONA_01_VA_MAX
TS_SLOTH_IKONA_01_CNDS_INAME	CARD_CNDS_IKONA_UROB
TS_SLOTH_IKONA_01_ABIL_INAME	AB_SLOTH_IKONA_01_MAX_SPD_VA_NON
TS_SLOTH_IKONA_01_ABIL_INAME_LVMAX	AB_SLOTH_IKONA_01_MAX_SPD_VA
TS_SLOTH_MINARIO_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SLOTH_MINARIO_01
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_SLOTH
TS_SLOTH_MINARIO_01_FILTER_KEYWORD	ミナリオ
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_MINARIO_ADOREI_UROB
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_MINARIO_UROB
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_MINARIO_UROB01
TS_SLOTH_MINARIO_01_ABIL_INAME	AB_SLOTH_MINARIO_01_VA
TS_SLOTH_MINARIO_01_ABIL_INAME_LVMAX	AB_SLOTH_MINARIO_01_VA_MAX
TS_SLOTH_MINARIO_01_CNDS_INAME	CARD_CNDS_MINARIO_UROB
TS_SLOTH_MINARIO_01_ABIL_INAME	AB_SLOTH_MINARIO_01_MAX_SPD_VA_NON
TS_SLOTH_MINARIO_01_ABIL_INAME_LVMAX	AB_SLOTH_MINARIO_01_MAX_SPD_VA
TS_GLUTTONY_LOTIA_01_EXTRA_RARITY_INAME	CARD_EXTRA_TS_GLUTTONY_LOTIA_01
TS_GLUTTONY_LOTIA_01_CNDS_INAME	CARD_CNDS_CHRISTMAS_2019
TS_GLUTTONY_LOTIA_01_FILTER_KEYWORD	ロフィア,ローティア,クリスマス
TS_GLUTTONY_LOTIA_01_CNDS_INAME	CARD_CNDS_LOTIA_ROFIA_UROB
TS_GLUTTONY_LOTIA_01_CNDS_INAME	CARD_CNDS_LOTIA_JOB_UROB01
TS_GLUTTONY_LOTIA_01_ABIL_INAME	AB_GLUTTONY_LOTIA_01_VA_01
TS_GLUTTONY_LOTIA_01_ABIL_INAME_LVMAX	AB_GLUTTONY_LOTIA_01_VA_01_MAX
TS_GLUTTONY_LOTIA_01_CNDS_INAME	CARD_CNDS_LOTIA_UROB
TS_GLUTTONY_LOTIA_01_ABIL_INAME	AB_GLUTTONY_LOTIA_01_MAX_SPD_VA_NON
TS_GLUTTONY_LOTIA_01_ABIL_INAME_LVMAX	AB_GLUTTONY_LOTIA_01_MAX_SPD_VA
TS_GLUTTONY_LOTIA_01_CNDS_INAME	CARD_CNDS_LOTIA
TS_LUST_LAVINA_02_EXTRA_RARITY_INAME	CARD_EXTRA_TS_LUST_LAVINA_02
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LUST
TS_LUST_LAVINA_02_FILTER_KEYWORD	ラヴィーナ,クリスマス
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA_BIRGITTA_MICHAEL_UROB
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA_UROB
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA_UROB01
TS_LUST_LAVINA_02_ABIL_INAME	AB_TS_LUST_LAVINA_02_VA
TS_LUST_LAVINA_02_ABIL_INAME_LVMAX	AB_TS_LUST_LAVINA_02_VA_MAX
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA_UROB01
TS_LUST_LAVINA_02_ABIL_INAME	AB_TS_LUST_LAVINA_02_VA_02
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA_UROB
TS_LUST_LAVINA_02_ABIL_INAME	AB_LUST_LAVINA_02_MAX_SPD_VA_NON
TS_LUST_LAVINA_02_ABIL_INAME_LVMAX	AB_LUST_LAVINA_02_MAX_SPD_VA
TS_LUST_LAVINA_02_CNDS_INAME	CARD_CNDS_LAVINA
TS_SAGA_NINA_02_EXTRA_RARITY_INAME	CARD_EXTRA_TS_SAGA_NINA_02
TS_SAGA_NINA_02_CNDS_INAME	CARD_CNDS_SAGA
TS_SAGA_NINA_02_FILTER_KEYWORD	ニーナ,クリスマス
TS_SAGA_NINA_02_CNDS_INAME	CARD_CNDS_UROBOROS_2
TS_SAGA_NINA_02_CNDS_INAME	CARD_CNDS_CHRISTMAS2019_1
TS_SAGA_NINA_02_CNDS_INAME	CARD_CNDS_NINA_UROB
TS_SAGA_NINA_02_CNDS_INAME	CARD_CNDS_NINA_UROB01
