-2_TITLE	Time Out
26003_MESSAGE	Auto Repeat already in progress.
26004_MESSAGE	Auto Repeat is not activated.
26005_MESSAGE	Invalid number of laps at present.
26006_MESSAGE	Auto Repeat isn't unlocked.
26007_MESSAGE	Invalid number of laps.
26008_MESSAGE	Auto Repeat cannot be activated.
403_MESSAGE	Corrupted stats.
1401_MESSAGE	Please enter a different comment
1802_MESSAGE	The selected unit is not part of the party setup.
9027_MESSAGE	Wrong Memento selected for the equipment.
9028_MESSAGE	Cannot equip the same Memento.
9029_MESSAGE	Memento slot is locked.
8603_MESSAGE	The selected ticket is not available.
14101_MESSAGE	You do not have the selected BGM track.
14102_MESSAGE	There isn't a playlist.
14103_MESSAGE	You do not have the selected BGM track in the playlist.
14104_MESSAGE	The BGM track is already in the playlist.
20092_MESSAGE	Cannot withdraw during the Port Battle period.
20103_MESSAGE	Cannot withdraw during the Port Battle period.
20136_MESSAGE	Cannot remove during the Port Battle period.
28000_MESSAGE	Currently not available.
28001_MESSAGE	Cannot join.
28002_MESSAGE	A unit that that cannot be used is included.
28003_MESSAGE	Unit conditions do not match.
28004_MESSAGE	The number of units exceeds the limit.
28010_MESSAGE	Already in battle.
28011_MESSAGE	Number of times to battle per day is exceeded.
28012_MESSAGE	Currently not in period for battle.
28013_MESSAGE	Not authorized to declare war.
28014_MESSAGE	Cannot battle.
28015_MESSAGE	Currently in a cooldown period.
28016_MESSAGE	Cannot battle due to not being in an adjacent space.
28018_MESSAGE	Cannot battle on the day you join the port.
28020_MESSAGE	The maximum number of defense teams has been reached.
28021_MESSAGE	Not in battle.
28022_MESSAGE	Offensive team cannot be changed.
28023_MESSAGE	Cannot set offensive attacks on the day you join the port.
28030_MESSAGE	Unoccupied space,
28031_MESSAGE	Cannot set defensive attacks on the day you join the port.
28032_MESSAGE	The minimum number of defense units has not been reached.
28040_MESSAGE	Currently not in period for battle.
28042_MESSAGE	Defeated.
28043_MESSAGE	Other user is attacking.
28044_MESSAGE	Occupied by other user.
28045_MESSAGE	The defense team has been set up so the space cannot be occupied. Please update.
28046_MESSAGE	Currently in a cooldown period.
28047_MESSAGE	Offensive team is not organized.
19002_MESSAGE	You do not have the required item.
19003_MESSAGE	You do not have enough.
19004_MESSAGE	Conditions to skip have not been cleared.
21002_MESSAGE	You do not have the required item.
21003_MESSAGE	You do not have enough.
21004_MESSAGE	Conditions to skip have not been cleared.
21005_MESSAGE	Already claimed.
26009_MESSAGE	The maximum number of drop slots has been reached.
26010_MESSAGE	You require more Gems.
29001_MESSAGE	Cannot equip.
29002_MESSAGE	Cannot equip in selected placement.
29003_MESSAGE	Enhance limit reached
29004_MESSAGE	You require more enhancement materials
29005_MESSAGE	Not enough Zeni or Gems.
29006_MESSAGE	You do not have that Rune.
29007_MESSAGE	Duplicate Runes equipped.
29008_MESSAGE	Rune awakening limit reached.
29009_MESSAGE	Cannot be awakened due to not being enhanced enough.
29010_MESSAGE	Contains already equipped Rune.
29011_MESSAGE	Max number of Runes.
29012_MESSAGE	No awakening effect in the specified space.
29013_MESSAGE	Storage limit reached.
29014_MESSAGE	You require more Gems.
29015_MESSAGE	Favorites cannot be separated.
29016_MESSAGE	Not enough in the gauge.
404_MESSAGE	Invalid account.
3323_MESSAGE	You require more Gems.
4017_MESSAGE	This is not for anything featured.
4018_MESSAGE	Selected featured item does not exist.
4019_MESSAGE	Specified featured item is incorrect.
4020_MESSAGE	Featured summon cannot be selected.
4021_MESSAGE	Featured item cannot be changed.
4411_MESSAGE	The merchant shop's setting is unavailable.
3705_MESSAGE	Cannot enter due to the game being a different version.
3706_MESSAGE	There are too many support units.
8111_MESSAGE	Extension function is still valid.
8112_MESSAGE	Your level is not high enough to make a purchase.
20250_MESSAGE	You cannot attend on the day you join.
20251_MESSAGE	Port attendance is currently not available.
20260_MESSAGE	On the corresponding day and time, only captains or vice-captains may claim the rewards.
20261_MESSAGE	Captain reward is currently not available.
20270_MESSAGE	Port Battle attendance settings cannot be changed during battle.
27007_MESSAGE	Battle cannot be started.
28005_MESSAGE	Currently in a preparation period.
28019_MESSAGE	Cannot battle in the current cooldown period.
28048_MESSAGE	Cannot attack during half time.
2303_MESSAGE	The job has been unlocked.
9030_MESSAGE	Gate has not been unlocked.
3313_MESSAGE	Battle power does not meet the condition to unlock
3324_MESSAGE	Unit does not meet the condition to unlock.
31000_MESSAGE	Currently not available.
31001_MESSAGE	Cannot battle.
31002_MESSAGE	Daily attempt limit exceeded.
31003_MESSAGE	Battle still in progress.
31004_MESSAGE	Player Level is not high enough.
31005_MESSAGE	Arena battle has already ended.
31006_MESSAGE	Please wait a moment until the battle can start.
31007_MESSAGE	Ranking is being calculated.
31008_MESSAGE	Arena schedule cannot be found.
4022_MESSAGE	Discount not available when holding summon items.
4412_MESSAGE	Purchase has been cancelled due to exceeding Zeni limit.
8113_MESSAGE	Item cannot be purchased.
20280_MESSAGE	Incomplete mission.
20281_MESSAGE	Mission rewards from before yesterday cannot be claimed.
20282_MESSAGE	Already claimed.
28006_MESSAGE	Contains items that cannot be used (gear/Memento/Truth Seal).
28007_MESSAGE	No battles today.
30000_MESSAGE	Currently not available.
30050_MESSAGE	Currently not in period for attempts.
30051_MESSAGE	Corrupted stats.
30003_MESSAGE	Target boss cannot be found.
30004_MESSAGE	Target boss has been defeated
30006_MESSAGE	The unit has already been used.
30007_MESSAGE	Battle has already ended.
30008_MESSAGE	Last boss hasn't appeared yet.
30010_MESSAGE	Gate of Pride hasn't been mastered
32000_MESSAGE	You require more materials
32001_MESSAGE	Level is already at max
32002_MESSAGE	Currently not open
32003_MESSAGE	You require more Zeni
32004_MESSAGE	Cannot be reset
32005_MESSAGE	Rewards are claimed
32006_MESSAGE	Incomplete mission
33000_MESSAGE	Currently not open
33001_MESSAGE	Unit is currently deployed
33002_MESSAGE	There are no units ready to be deployed
33003_MESSAGE	Currently on expedition
33004_MESSAGE	Deployment conditions haven't been met
33006_MESSAGE	Expedition has not finished
33007_MESSAGE	Deployment expansion is at max
33008_MESSAGE	Expedition has already finished
33009_MESSAGE	Expedition hasn't started
9031_MESSAGE	All gates have been mastered
9032_MESSAGE	Item cannot be used in this current period
3325_MESSAGE	Maximum number of bulk skip checks<br>
8114_MESSAGE	This premium sale item is currently not available
8115_MESSAGE	Premium sale conditions haven't been met
8116_MESSAGE	Products that can be purchased do not match<br>
8505_MESSAGE	You cannot use the chat function at this time because you violated the terms of use<br>
10021_MESSAGE	Includes a unit that cannot be deployed
26011_MESSAGE	Auto Repeat in progress
36000_MESSAGE	You require more points to claim rewards
36001_MESSAGE	Reward is already claimed
36002_MESSAGE	You require more points for the port
35000_MESSAGE	Currently not open
34000_MESSAGE	Selected unit cannot be trained
34001_MESSAGE	The same unit cannot be trained<br>
34002_MESSAGE	The energy limit is exceeded<br>
34003_MESSAGE	The selected item cannot be used
34004_MESSAGE	The selected space has not been unlocked
34005_MESSAGE	There are unclaimed rewards
