TITLE	幫助
MAIN_TEXT_105	好友功能是為了和其他玩家成為好友而存在的功能。
MENU_CATE_106	好友
MENU_106	好友一覽
MAIN_TITLE_106	好友一覽
MAIN_TEXT_106	好友一覽中可以確認現在成為好友的玩家。
MENU_CATE_107	好友
MENU_107	好友通知
MAIN_TITLE_107	好友通知
MAIN_TEXT_107	好友通知中，可以看到想要和你成為好友的玩家，你可以進行同意/拒絕的操作。
MENU_CATE_108	好友
MENU_108	好友搜索
MAIN_TITLE_108	好友搜索
MAIN_TEXT_108	好友搜索中，使用好友的ID進行搜索，然後互加好友。另外，透過好友的通知可以也能知道自己的ID.
MENU_CATE_109	系統·服務·其他
MENU_109	禮物功能
MAIN_TITLE_109	禮物功能
MAIN_TEXT_109	禮物功能是為了收取登入獎勵或者道具等訊息的功能。
MENU_CATE_110	系統·服務·其他
MENU_110	未讀
MAIN_TITLE_110	未讀
MAIN_TEXT_110	禮物功能中的“未讀”中，可進行未讀內容的確認。
MENU_CATE_111	系統·服務·其他
MENU_111	已讀記錄
MAIN_TITLE_111	已讀記錄
MAIN_TEXT_111	禮物功能中的已讀，可進行已讀內容的確認。
MENU_CATE_112	系統·服務·其他
MENU_112	顧客碼
MAIN_TITLE_112	顧客碼
MAIN_TEXT_112	顧客碼是指您的遊戲數據，是重要的訊息，在諮詢客服時必需提供。顧客碼可以透過主頁面下方確認。
MENU_CATE_113	系統·服務·其他
MENU_113	關於app的卸載
MAIN_TITLE_113	關於app的卸載
MAIN_TEXT_113	卸載app，則包括付費道具的所有遊戲數據都會被刪掉。
MENU_CATE_114	系統·服務·其他
MENU_114	關於數據
MAIN_TITLE_114	關於數據
MAIN_TEXT_114	只要是同一個賬號，即使更換了設備也能保存目前的遊戲數據。
MENU_CATE_115	系統·服務·其他
MENU_115	關於數據的修復
MAIN_TITLE_115	關於數據的修復
MAIN_TEXT_115	【關於數據的修複】<br>設備的丟失·故障等問題下，導致遊戲數據消失，敬請與客服聯繫，調查需要一定時間，敬請見諒。
MENU_CATE_116	系統·服務·其他
MENU_116	關於修復的注意事項
MAIN_TITLE_116	關於修復的注意事項
MAIN_TEXT_116	遊戲數據消失（初始化）的情況，請確認一下注意事項。<br>・假冒本人，將其他玩家的訊息進行遊戲等行為是禁止的。<br>・如果是本人的設備，是可以進行處理的<br>・玩家名不明確的情況下，訊息不足，遊戲數據的無法確定時，將無法提供諮詢，請務必了解。<br>・修復中進行的活動，將無法參與。<br>・修復中的登入獎勵等道具將不另行補償。
MENU_CATE_117	系統·服務·其他
MENU_117	關於禁止行為
MAIN_TITLE_117	關於禁止行為
MAIN_TEXT_117	確認利用為誰鍊金進行違約行為，會採取停止帳號等措施。<br>▼違約行為的一個例子<br>・惡意利用程序中的bug，刷道具等行為。<br>・利用外部工具程序來進行非法操作<br>・現金交易行為<br>※因為現金交易產生的任何損害行為，本公司一概不負責。<br>·主張違約行為的行為<br>·直接間接妨礙app運營的行為<br>·另外，其他違法違約行為<br><br>為了讓大家享有詳和、愉快的遊戲環境<br>請各位玩家能配合。<br>※關於禁止行為的諮詢、以及收到相關通報的情況下會如何處理，會根據個別情況進行回答。<br>※帳號禁用理由等詳細內容不作說明。
MENU_CATE_118	系統·服務·其他
MENU_118	關於諮詢內容
MAIN_TITLE_118	關於諮詢內容
MAIN_TEXT_118	依據客戶服務時間進行服務。敬請與客服聯繫。
MENU_CATE_NAME_1	世界觀
MENU_CATE_NAME_2	副本
MENU_CATE_NAME_3	英靈
MENU_CATE_NAME_4	武具
MENU_CATE_NAME_5	競技場
MENU_CATE_NAME_6	協力模式
MENU_CATE_NAME_7	對戰
MENU_CATE_NAME_8	召喚
MENU_CATE_NAME_9	商店
MENU_CATE_NAME_10	好友
MENU_CATE_NAME_11	系統·服務·其他
